Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
05/10/2022 11:57:20,a little,"BBC, manoto, Instagram, Twitter, Facebook",Tehran,urban,35,male,high school diploma,a lot,"BBC, Facebook, Instagram","Movies and TV series, sports programs, documentary programs, comic programs, cooking programs"
05/10/2022 11:57:57,very much,Instagram,Tehran,urban,45,male,high school diploma,very much,Other satellite channels,Documentary programs
05/10/2022 11:59:02,a little,"Iran International, BBC, manoto, Instagram, Telegram",Tehran,urban,24,male,high school diploma,little,"BBC, Voice of America, Radio Farda",Movie and Serial
05/10/2022 11:59:10,very much,"Iran International, Instagram",Hormozgan,urban,29,male,high school diploma,not at all,,"Movie and Serial, Comic Programs"
05/10/2022 12:00:02,much,"Telegram, Twitter",Fars,urban,30,male,high school diploma,some,"Voice and Internal newspapers, BBC, News websites, Facebook","Movie & Serial, Lecture / Discussion / Dialogue"
05/10/2022 12:00:22,much,"Iran International, manoto, Voice of America, Instagram",Esfahan,urban,30,male,high school diploma,a lot,"BBC, Voice of America","Movie and Serial, Documentary Programs"
05/10/2022 12:01:10,very much,"Iran International, manoto, Instagram",Yazd,urban,34,male,high school diploma,not at all,,Documentary programs
05/10/2022 12:03:37,very much,"Iran International, BBC, Radio Farda, Instagram, Telegram, Twitter",Gilan,urban,33,male,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda",Movie and Serial
05/10/2022 12:03:42,much,"Iran International, manoto, Radio Farda, Instagram",Tehran,urban,39,female,bachelor's degree,some,"Voice of America, Radio Farda, other satellite channels","Movie and TV series, art programs, documentary programs"
05/10/2022 12:03:53,much,"Iran International, Instagram",Fars,urban,29,female,high school diploma,very little,national television,Movie and Serial
05/10/2022 12:04:36,a little,"manoto, radiofarda",Qazvin,urban,32,male,high school diploma,little,Other satellite channels,Movie and Serial
05/10/2022 12:04:56,much,"Iran International, Instagram",Yazd,rural,28,male,high school diploma,some,Instagram,"Movie and Serial, Documentary Programs, Speech / Discussion / Dialogue"
05/10/2022 12:05:55,much,"Iran International, Instagram",Golestan,rural,25,male,bachelor's degree,some,"Internal newspapers, Voice of America",Sports programs
05/10/2022 12:06:41,very much,"Iran International, manoto, Voice of America, Instagram",Fars,urban,29,male,associates degree,little,"Internal newspapers, Instagram",None
05/10/2022 12:06:48,very much,"Iran International, Other Satellite Channels, Instagram",Alborz,urban,24,other,bachelor's degree,very little,national television,"Movie & Serial, Lecture / Discussion / Dialogue"
05/10/2022 12:07:21,a little,BBC,Tehran,urban,35,male,high school diploma,little,Other satellite channels,Art programs
05/10/2022 12:07:33,not at all,,Fars,urban,31,female,bachelor's degree,some,BBC,None
05/10/2022 12:07:38,very much,"Iran International, manoto, Instagram, Telegram",Tehran,urban,30,male,associates degree,some,"BBC, radio farda, Instagram","Movie and TV series, documentary programs, comic programs"
05/10/2022 12:08:44,very much,Iran International,Fars,rural,28,male,associates degree,some,national television,Comic programs
05/10/2022 12:09:06,very much,"Instagram, Telegram",Zanjan,urban,33,male,bachelor's degree,some,News websites,Movie and Serial
05/10/2022 12:09:06,very much,"Iran International, BBC, manoto, Instagram, Telegram",Tehran,urban,48,female,associates degree,little,BBC,"Movies and TV series, sports programs, comic programs, cooking programs"
05/10/2022 12:09:20,a little,"Iran International, Radio Farda, Voice of America, Instagram, Telegram",Lorestan,urban,34,female,bachelor's degree,a lot,"Internal television, Internal Newspapers","Movie and Serial, Comic Programs, Baby Programs"
05/10/2022 12:09:31,very little,"BBC, manoto, Instagram",Qom,urban,36,female,high school diploma,very little,"Internal newspapers, Voice of America",None
05/10/2022 12:09:37,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram, WhatsApp, Twitter",Kohgiloyeh and Boyerahmad,urban,30,male,master's degree,very little,national television,"Sports Programs, Educational Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs, Other Programs"
05/10/2022 12:10:10,very much,"national televisioning, Iran International, BBC, Radio Farda, News websites, Instagram, Telegram, WhatsApp",Yazd,urban,32,male,bachelor's degree,very much,"Internal newspapers, BBC, Voice of America, other satellite channels","Movies and TV series, sports programs, art programs, documentary programs, religious programs, comic programs, lectures / discussions / dialogue"
05/10/2022 12:10:32,a little,"Iran International, BBC, Voice of America, Instagram",Khuzestan,urban,33,female,pdh and above,some,national television,None
05/10/2022 12:12:16,much,Instagram,Tehran,urban,45,male,high school diploma,little,Other satellite channels,Movie and Serial
05/10/2022 12:12:43,very much,"BBC, manoto, Voice of America, News websites, Instagram",Lorestan,urban,42,female,high school diploma,some,"Internal newspapers, news websites, Instagram, Twitter",Sports programs
05/10/2022 12:14:20,very much,"Iran International, Radio Farda, Voice of America, Instagram",Khorasan Razavi,urban,34,male,associates degree,a lot,Voice of America,Movie and Serial
05/10/2022 12:14:33,much,"Iran International, BBC, manoto, Instagram, Other",Kerman,urban,30,male,bachelor's degree,a lot,"BBC, Voice of America, Facebook, Other","Movies and TV series, sports programs, art programs, documentary programs"
05/10/2022 12:14:49,very much,"Iran International, BBC, Instagram, Twitter, Facebook",Tehran,urban,32,male,no high school diploma,little,BBC,"Sports programs, documentary programs, comic programs, lectures / discussions / dialogue"
05/10/2022 12:15:48,much,"Iran International, manoto, Instagram, Telegram",Fars,rural,33,male,no high school diploma,little,national television,"Movie and TV series, sports programs"
05/10/2022 12:19:30,much,Instagram,Fars,rural,30,male,associates degree,little,national television,Sports programs
05/10/2022 12:20:01,much,"Iran International, manoto, WhatsApp",Esfahan,urban,40,male,master's degree,very little,"BBC, Voice of America","Movie and Serial, Baby Programs"
05/10/2022 12:21:30,much,"Iran International, Instagram",Esfahan,urban,38,male,associates degree,a lot,"Internal newspapers, Facebook","Sports programs, comic programs"
05/10/2022 12:21:42,a little,"Iran International, Instagram, Telegram",Tehran,urban,48,male,high school diploma,a lot,"BBC, Voice of America",Documentary programs
05/10/2022 12:21:54,much,"manoto, Instagram, Telegram",Alborz,urban,37,male,associates degree,very little,national television,"Movie and Serial, Comic Programs"
05/10/2022 12:22:00,much,"Iran International, BBC, Manoto",Tehran,urban,30,male,bachelor's degree,some,"BBC, Facebook","Movie and TV series, sports programs, comic programs"
05/10/2022 12:22:41,much,"Iran International, BBC, Instagram",Kordestan,urban,36,female,master's degree,very little,"BBC, Facebook",Cooking programs or teaching programs
05/10/2022 12:23:33,a little,"national television, News websites",Tehran,urban,27,male,master's degree,some,national television,"Religious programs, comic programs, lectures / discussions / dialogue"
05/10/2022 12:24:05,a little,"Instagram, WhatsApp",Kerman,urban,33,male,associates degree,some,national television,"Documentary programs, comic programs"
05/10/2022 12:24:24,very much,"Iran International, Instagram, Twitter",Bushehr,urban,40,male,bachelor's degree,a lot,"Internal newspapers, BBC, Voice of America, Radio, news websites","Movies and TV series, sports programs, art programs, documentary programs, comic programs, lectures / discussions / conversation"
05/10/2022 12:24:32,much,"manoto, Instagram",Alborz,urban,48,female,high school diploma,a lot,"BBC, Voice of America","Movies and TV series, art programs, documentary programs, cooking programs, lectures / discussions / conversation"
05/10/2022 12:24:54,much,Iran International,Esfahan,urban,37,male,associates degree,a lot,"Voice of America, Radio Farda, Instagram",Documentary programs
05/10/2022 12:24:58,much,"Iran International, Radio Farda, Instagram",Khorasan Razavi,urban,43,male,high school diploma,some,"Voice of America, other satellite channels","Comic programs, lectures / discussions / conversation"
05/10/2022 12:25:41,a little,"national television, BBC, other satellite channels, news websites, Instagram, telegram, others",Mazandaran,urban,36,male,master's degree,a lot,"Internal television, Internal newspapers, BBC, other satellite channels, Facebook, other","Movies and TV series, sports programs, comic programs, other apps"
05/10/2022 12:25:47,much,"Voice of America, Instagram, Telegram, Twitter",Tehran,urban,28,male,master's degree,little,"Internal television, Internal Newspapers, Voice of America",Sports programs
05/10/2022 12:26:33,very much,"Iran International, BBC, Instagram, Telegram",Esfahan,urban,27,male,high school diploma,some,national television,"Movies and Serials, Sports Programs, Educational Programs, Art Programs, Religious Programs"
05/10/2022 12:27:55,very much,"Iran International, manoto, Instagram",Tehran,urban,35,male,bachelor's degree,very little,"Internal newspapers, BBC, Voice of America, Facebook","Movie and Serials, Educational Programs or Lesson"
05/10/2022 12:28:41,a little,"Iran International, BBC, manoto, Instagram",Fars,urban,20,male,high school diploma,very little,Other,Documentary programs
05/10/2022 12:29:10,much,"Iran International, manoto, Instagram",Khorasan Razavi,urban,28,male,high school diploma,little,national television,"Movie and Serial, Comic Programs"
05/10/2022 12:29:38,a little,"BBC, Instagram, Telegram",Alborz,urban,26,male,high school diploma,not at all,,"Movie and TV series, sports programs, comic programs"
05/10/2022 12:30:19,much,"Instagram, Telegram",Tehran,urban,31,male,bachelor's degree,very little,"Internal television, Internal Newspapers","Movie and Serial, Sports Programs, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/10/2022 12:30:21,much,"Iran International, manoto, Radio Farda, Voice of America, Twitter",Tehran,urban,23,male,high school diploma,very little,national television,"Movie and TV series, sports programs"
05/10/2022 12:32:09,much,"national television, Instagram, Telegram",Fars,urban,30,female,bachelor's degree,some,national television,"Movies and TV series, sports programs, art programs, documentary programs, comic programs"
05/10/2022 12:32:32,much,Iran International,Kerman,urban,39,female,bachelor's degree,some,BBC,Sports programs
05/10/2022 12:34:06,much,Telegram,Tehran,urban,34,other,bachelor's degree,very little,national television,"Movie and Serial, Educational or Teaching Programs, Lecture / Discussion / Dialogue, Other Programs"
05/10/2022 12:34:59,very little,Instagram,Khuzestan,rural,34,male,high school diploma,very much,BBC,Other plans
05/10/2022 12:37:34,a little,"Iran International, Telegram",Gilan,urban,27,female,bachelor's degree,a lot,"Internal television, Internal Newspapers, BBC, Voice of America, Radio Farda, Facebook","Movie & Serial, Lecture / Discussion / Dialogue, Other Program"
05/10/2022 12:39:51,much,"Iran International, manoto, Instagram, Telegram, Twitter",Esfahan,urban,47,male,high school diploma,some,BBC,"Movie and TV series, sports programs"
05/10/2022 12:40:45,much,"Voice and BBC, manoto, Radio Farda, Instagram",Khorasan Razavi,urban,33,male,high school diploma,some,"Internal newspapers, BBC, other satellite channels","Movie and TV series, sports programs, comic programs"
05/10/2022 12:46:30,much,"Iran International, BBC, manoto, News websites, Instagram, Telegram",Tehran,urban,39,male,master's degree,a lot,"BBC, news websites, other satellite channels",Movie and Serial
05/10/2022 12:46:41,a little,"Iran International, BBC, manoto, News websites, Instagram, WhatsApp",Fars,rural,29,male,bachelor's degree,very little,"Internal television, other satellite channels","Movies and Serials, Sports Programs, Documentary Programs, Comic Programs"
05/10/2022 12:46:48,very much,Instagram,Alborz,urban,35,female,high school diploma,not at all,,Movie and Serial
05/10/2022 12:46:51,much,"Iran International, manoto, Voice of America, other satellite channels, news websites, Instagram, telegram, Twitter, other",Khuzestan,urban,30,other,associates degree,little,BBC,"Movie and TV series, documentary programs, comic programs, child programs"
05/10/2022 12:48:10,a little,Instagram,Gilan,urban,35,male,master's degree,a lot,"BBC, Voice of America, other satellite channels, Facebook","Movie and TV series, sports programs"
05/10/2022 12:50:03,a little,"BBC, manoto, Voice of America, Instagram",Tehran,urban,32,male,bachelor's degree,some,"Internal newspapers, BBC, Voice of America, Facebook","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs"
